-2,-0,-0,-2,-0,-0,1.7075e-06
-2,-0,-0,-0,-2,-0,60
-2,-0,-0,-0,2,-0,120
-2,-0,-0,2,-0,-0,180
-0,-2,-0,-2,-0,-0,60
-0,-2,-0,-0,-2,-0,1.7075e-06
-0,-2,-0,-0,2,-0,180
-0,-2,-0,2,-0,-0,120
-0,2,-0,-2,-0,-0,120
-0,2,-0,-0,-2,-0,180
-0,2,-0,-0,2,-0,1.7075e-06
-0,2,-0,2,-0,-0,60
2,-0,-0,-2,-0,-0,180
2,-0,-0,-0,-2,-0,120
2,-0,-0,-0,2,-0,60
2,-0,-0,2,-0,-0,1.7075e-06
