-1,-1,-0,-1,-1,-0,0+1.7075e-06i
-1,-1,-0,1,1,-0,180-1.7075e-06i
1,1,-0,-1,-1,-0,180-1.7075e-06i
1,1,-0,1,1,-0,0+1.7075e-06i
