4,5,5,0.078721,12.703
5,0,0,0.19468,5.1366
5,0,1,0.18178,5.5013
5,0,2,0.15448,6.4732
5,0,3,0.12772,7.8295
5,0,4,0.10632,9.4052
5,0,5,0.09003,11.107
5,1,0,0.17483,5.7198
5,1,1,0.1653,6.0495
5,1,2,0.14399,6.9451
5,1,3,0.1216,8.2239
5,1,4,0.10271,9.736
5,1,5,0.087805,11.389
5,2,0,0.15587,6.4156
5,2,1,0.14901,6.7111
5,2,2,0.13283,7.5285
5,2,3,0.11465,8.7221
5,2,4,0.098422,10.16
5,2,5,0.08508,11.754
5,3,0,0.13906,7.1912
5,3,1,0.13412,7.4561
5,3,2,0.12196,8.1995
5,3,3,0.10744,9.3075
5,3,4,0.093746,10.667
5,3,5,0.082005,12.194
5,4,0,0.12463,8.0236
5,4,1,0.12104,8.2618
5,4,2,0.11188,8.9385
5,4,3,0.10035,9.9646
5,4,4,0.088928,11.245
5,4,5,0.078721,12.703
5,5,0,0.1124,8.8968
5,5,1,0.10974,9.1122
5,5,2,0.10278,9.7299
5,5,3,0.09363,10.68
5,5,4,0.084148,11.884
5,5,5,0.075347,13.272
